35.85483221,128.6057592
35.85406277,128.6028415
35.85446818,128.6028778
35.85516306,128.6009124
35.85595692,128.5971651
35.85650929,128.5893636
35.85396038,128.5980911
35.85392361,128.5982348
35.8479263,128.6007359
35.84750443,128.6021829
35.84497483,128.5997615
35.84255388,128.6044258
35.84087592,128.604723
35.83204408,128.6044898
35.84468945,128.5973461
35.84178553,128.5976785
35.84276468,128.598339
35.84050442,128.5979234
35.83741725,128.5988522
35.8352632,128.6006291
35.83488693,128.6001724
35.83312845,128.596739
35.84510899,128.5908953
35.84284861,128.597775
35.85646107,128.5900054
35.85253007,128.590253
35.85195324,128.5902487
35.85009478,128.5906003
35.85081701,128.5811399
35.8499963,128.5812446
35.8519741,128.5804398
35.85205661,128.5820125
35.85552175,128.5793143
35.85411395,128.5833894
35.85552175,128.5793143
35.85701083,128.5807867
35.84462096,128.5688068
35.84529848,128.5646714
35.84789272,128.5688191
35.84951158,128.5714545
35.85093195,128.5741218
35.85084265,128.575826
35.84911289,128.5886556
35.84560814,128.5902016
35.84454615,128.5880461
35.84409366,128.5884191
35.84351346,128.5872636
35.84328617,128.5858228
35.8413327,128.5816241
35.84604358,128.5803965
35.83508873,128.5660931
35.83305629,128.5651267
35.8388701,128.5688874
35.84111263,128.5823973
35.83968456,128.5794977
35.83881516,128.5766134
35.83719666,128.579546
35.83534127,128.5792668
35.83238966,128.5764118
35.83101535,128.5735462
35.83090921,128.5731249
35.83885696,128.5754182
35.83865876,128.5601743
35.83960659,128.5656272
35.83958271,128.5725565
35.83945288,128.5752011
35.83610588,128.5567582
35.899228,128.6365
35.898711,128.636854
35.88064,128.628089
35.880668,128.628892
35.879161,128.626994
35.878778,128.626836
35.877525,128.629933
35.873359,128.602569
35.856534,128.596161
35.868738,128.607261
35.868379,128.610758
35.865336,128.60329
35.862219,128.606336
35.863669,128.601443
35.855457,128.600822
35.855232,128.604551
35.863397,128.60051
35.869021,128.606886
35.864847,128.595828
35.862745,128.593374
35.859548,128.592155
35.865795,128.603165
35.868234,128.603716
35.874602,128.597752
35.875657,128.592564
35.87049,128.589573
35.870588,128.590251
35.870368,128.590508
35.866412,128.589435
35.863334,128.59303
35.857916,128.591405
35.857961,128.59091
35.85692,128.588259
35.862369,128.582635
35.866005,128.586701
35.867373,128.582466
35.867415,128.587186
35.875328,128.582277
35.870242,128.589665
35.862194,128.606334
35.867539,128.582134
35.863758,128.577863
35.857668,128.580121
35.866791,128.585469
35.867701,128.58659
35.867191,128.587764
35.861839,128.605241
35.863318,128.59659
35.865285,128.59573
35.865091,128.596905
35.85693,128.592556
35.862861,128.582273
35.875053,128.58196
35.8083645,128.5084394
35.8072079,128.5080746
35.805185,128.5021466
35.8049434,128.5032316
35.8003982,128.4934974
35.8035534,128.4993658
35.8013588,128.4932192
35.8006112,128.4935299
35.8003982,128.4934974
35.7958008,128.4853487
35.8075578,128.4891137
35.8075059,128.4881275
35.8081368,128.4859184
35.8129354,128.4810178
35.8129354,128.4810178
35.7977458,128.4928982
35.8003982,128.4934974
35.7997494,128.4981648
35.8023682,128.5079641
35.8038241,128.511514
35.798498,128.49454
35.7982766,128.4946805
35.7966486,128.4951417
35.798101,128.4998716
35.7987551,128.5016669
35.798498,128.49454
35.7995858,128.490148
35.7994078,128.4889232
35.7975873,128.4868808
35.7268052,128.4476753
35.7274653,128.4468654
35.7769221,128.4332331
35.7745414,128.4313244
35.7285455,128.4445633
35.7742545,128.4201906
35.8500337,128.4642154
35.8638542,128.438075
35.8742522,128.4970338
35.8608316,128.4570707
35.8616634,128.4582935
35.8609717,128.4609679
35.8593354,128.4615419
35.8627215,128.4594932
35.8620971,128.4627061
35.8691581,128.4957009
35.8616634,128.4582935
35.8593802,128.4466289
35.8570033,128.46702
35.875809,128.4758575
35.8593802,128.4466289
35.868221,128.4934516
35.8765435,128.4963682
35.8745546,128.4814425
35.6774198,128.4554311
35.6973058,128.4476215
35.6973058,128.4476215
35.8042997,128.6233124
35.8046237,128.6225315
35.8025854,128.622956
35.7896875,128.6345625
35.7965826,128.6258951
35.7963109,128.6277085
35.7871594,128.638724
35.7687811,128.6481999
35.8802459,128.3994817
35.882567,128.4077494
35.8779107,128.4174824
35.8609935,128.4081028
35.9046906,128.4206175
35.8865043,128.4217541
35.7904194,128.4709446
35.7893104,128.4638592
35.755588,128.4938942
35.7874518,128.4645718
35.7793706,128.4318737
35.7481597,128.5211241
35.7896321,128.463792
35.7896321,128.463792
35.649423,128.4377217
35.6587707,128.4135612
35.6594436,128.4134255
35.6297715,128.4025733
35.6554993,128.4147205
35.6545437,128.417368
35.6490215,128.4189419
35.6520683,128.4131816
35.855854,128.551476
35.870953,128.558269
35.871357,128.558882
35.872249,128.559159
35.871384,128.557684
35.871936,128.555114
35.888208,128.553346
35.88435,128.555798
35.868966,128.54401
35.883205,128.581099
35.888364,128.570121
35.888914,128.566489
35.879906,128.571064
35.880085,128.571323
